     0, 2.5400,   762,     1
     1, 2.5433,   763,     1
     2, 2.5500,   765,     1
     3, 2.5567,   767,     2
     4, 2.5633,   769,     2
     5, 2.5700,   771,     2
     6, 2.5767,   773,     2
     7, 2.6133,   784,     1
     8, 2.6167,   785,     1
     9, 2.6200,   786,     2
    10, 2.6233,   787,     2
    11, 2.6267,   788,     2
    12, 2.6633,   799,     1
    13, 2.6667,   800,     2
    14, 2.6700,   801,     2
    15, 2.6767,   803,     1
    16, 2.6800,   804,     2
    17, 2.6833,   805,     2
    18, 2.6867,   806,     2
    19, 2.6900,   807,     2
    20, 2.6967,   809,     1
    21, 2.7000,   810,     2
    22, 2.7033,   811,     2
    23, 2.7067,   812,     2
    24, 2.7100,   813,     2
    25, 2.7167,   815,     1
    26, 2.7200,   816,     2
    27, 2.7233,   817,     2
    28, 2.7267,   818,     2
    29, 2.7300,   819,     2
    30, 2.7367,   821,     1
    31, 2.7400,   822,     2
    32, 2.7433,   823,     2
    33, 2.7467,   824,     2
    34, 2.7500,   825,     2
    35, 2.7567,   827,     1
    36, 2.7600,   828,     2
    37, 2.7633,   829,     2
    38, 2.7667,   830,     2
    39, 2.7700,   831,     2
    40, 2.7767,   833,     1
    41, 2.7800,   834,     2
    42, 2.7833,   835,     2
    43, 2.7867,   836,     2
    44, 2.7900,   837,     2
    45, 2.7967,   839,     1
    46, 2.8000,   840,     2
    47, 2.8033,   841,     2
    48, 2.8067,   842,     2
    49, 2.8100,   843,     2
    50, 2.8167,   845,     1
    51, 2.8200,   846,     2
    52, 2.8233,   847,     2
    53, 2.8267,   848,     2
    54, 2.8300,   849,     2
    55, 2.8367,   851,     1
    56, 2.8400,   852,     2
    57, 2.8433,   853,     2
    58, 2.8467,   854,     2
    59, 2.8500,   855,     2
    60, 2.8567,   857,     1
    61, 2.8600,   858,     2
    62, 2.8633,   859,     2
    63, 2.8667,   860,     2
    64, 2.8700,   861,     2
    65, 2.8767,   863,     1
    66, 2.8800,   864,     2
    67, 2.8833,   865,     2
    68, 2.8867,   866,     2
    69, 2.8900,   867,     2
    70, 2.8967,   869,     1
    71, 2.9000,   870,     2
    72, 2.9033,   871,     2
    73, 2.9067,   872,     2
    74, 2.9100,   873,     2
    75, 2.9167,   875,     1
    76, 2.9200,   876,     2
    77, 2.9233,   877,     2
    78, 2.9267,   878,     2
    79, 2.9300,   879,     2
    80, 2.9367,   881,     1
    81, 2.9400,   882,     2
    82, 2.9433,   883,     2
    83, 2.9467,   884,     2
    84, 2.9500,   885,     2
    85, 2.9567,   887,     1
    86, 2.9600,   888,     2
    87, 2.9633,   889,     2
    88, 2.9667,   890,     2
    89, 2.9700,   891,     2
    90, 2.9767,   893,     1
    91, 2.9800,   894,     2
    92, 2.9833,   895,     2
    93, 2.9867,   896,     2
    94, 2.9900,   897,     2
    95, 2.9967,   899,     1
    96, 3.0000,   900,     2
    97, 3.0033,   901,     2
    98, 3.0067,   902,     2
    99, 3.0100,   903,     2
   100, 3.0133,   904,     2
   101, 3.0167,   905,     2
   102, 3.0400,   912,     1
   103, 3.0433,   913,     2
   104, 3.0467,   914,     2
   105, 3.0500,   915,     2
   106, 3.0567,   917,     1
   107, 3.0600,   918,     2
   108, 3.0633,   919,     2
   109, 3.0667,   920,     2
   110, 3.0700,   921,     2
   111, 3.0733,   922,     2
   112, 3.0767,   923,     2
   113, 3.1000,   930,     1
   114, 3.1033,   931,     2
   115, 3.1067,   932,     2
   116, 3.1100,   933,     2
   117, 3.1167,   935,     1
   118, 3.1200,   936,     2
   119, 3.1233,   937,     1
   120, 3.1300,   939,     2
   121, 3.1367,   941,     2
   122, 3.1400,   942,     1
   123, 3.1467,   944,     2
   124, 3.1500,   945,     2
   125, 3.1533,   946,     2
   126, 3.1567,   947,     2
   127, 3.1600,   948,     2
   128, 3.1633,   949,     2
   129, 3.1667,   950,     2
   130, 3.1700,   951,     2
   131, 3.2067,   962,     1
   132, 3.2100,   963,     2
   133, 3.2133,   964,     2
   134, 3.2200,   966,     1
   135, 3.2233,   967,     2
   136, 3.2267,   968,     2
   137, 3.2300,   969,     2
   138, 3.2333,   970,     2
   139, 3.2400,   972,     1
   140, 3.2433,   973,     2
   141, 3.2467,   974,     2
   142, 3.2500,   975,     2
   143, 3.2533,   976,     2
   144, 3.2600,   978,     1
   145, 3.2633,   979,     2
   146, 3.2667,   980,     2
   147, 3.2700,   981,     2
   148, 3.2733,   982,     2
   149, 3.2800,   984,     1
   150, 3.2833,   985,     2
   151, 3.2867,   986,     2
